City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,general villegas,-35.0328,-63.0125,10.01,45,81,4.23,AR,1727406588
366,st. paul,44.9444,-93.0933,21.14,70,0,3.09,US,1727406476
367,santiago de surco,-12.15,-77.0167,16.71,84,100,2.06,PE,1727406590
368,xinyuan,37.3,99.0,12.68,41,13,1.87,CN,1727406591
369,saldanha,-33.0117,17.9442,12.85,95,33,4.32,ZA,1727406592
370,wankyi,7.7392,-2.1046,22.16,98,100,1.78,GH,1727406593
371,sitka,57.0531,-135.33,8.92,78,99,2.51,US,1727406594
372,yarmouth,41.7057,-70.2286,18.19,95,100,5.14,US,1727406597
373,newman,37.3138,-121.0208,23.35,61,0,3.4,US,1727406598
374,melong,5.1218,9.9614,20.09,99,100,0.78,CM,1727406599
375,twon-brass,4.3151,6.2418,26.23,84,100,6.71,NG,1727406600
376,dalnegorsk,44.5604,135.5701,17.76,48,21,3.0,RU,1727406601
377,belmonte,-15.8631,-38.8828,22.25,78,21,3.13,BR,1727406602
378,westport,41.1415,-73.3579,22.53,90,100,0.89,US,1727406603
379,benicarlo,40.4165,0.4271,22.36,55,68,0.17,ES,1727406605
380,klyuchi,52.2667,79.1667,5.55,56,90,4.2,RU,1727406606
381,trinity beach,-16.7888,145.6968,28.92,69,100,5.66,AU,1727406607
382,praia da vitoria,38.7333,-27.0667,19.92,78,49,2.96,PT,1727406608
383,bocana de paiwas,12.7857,-85.1227,22.39,91,100,1.7,NI,1727406610
384,ca mau,9.1769,105.15,25.96,89,100,1.11,VN,1727406611
385,sao francisco,-15.9486,-44.8644,25.06,31,24,1.23,BR,1727406336
386,ghat,24.9647,10.1728,29.08,37,48,2.54,LY,1727406613
387,namibe,-15.1961,12.1522,19.54,92,68,3.49,AO,1727406615
388,ocean city,39.2776,-74.5746,22.32,91,100,1.34,US,1727406616
389,port isabel,26.0734,-97.2086,26.02,69,0,2.57,US,1727406617
390,weno,7.4515,151.8468,28.96,73,65,3.79,FM,1727406618
391,qarqaraly,49.4058,75.4742,0.72,54,15,2.24,KZ,1727406620
392,tibagi,-24.5094,-50.4136,23.3,44,100,1.55,BR,1727406436
393,chiredzi,-21.05,31.6667,23.32,32,1,1.4,ZW,1727406623
394,zuni pueblo,35.0725,-108.8506,23.58,25,0,3.7,US,1727406624
395,manta,-0.95,-80.7333,22.88,83,75,4.12,EC,1727406606
396,port douglas,-16.4833,145.4667,25.89,67,95,2.87,AU,1727406626
397,kingscliff,-28.2667,153.5667,19.97,88,100,5.66,AU,1727406627
398,gwadar,25.1216,62.3254,26.53,83,92,2.42,PK,1727406630
399,borjomi,41.8527,43.4128,9.77,88,100,2.26,GE,1727406631
400,karlskoga,59.3267,14.5239,9.38,95,100,5.07,SE,1727406633
401,abu,24.6,72.7,27.23,82,100,2.47,IN,1727406634
402,prince rupert,54.3161,-130.3201,7.3,90,100,3.99,CA,1727406636
403,grand falls-windsor,48.9332,-55.6649,6.39,90,9,1.39,CA,1727406435
404,pemba,-12.974,40.5178,22.86,84,0,2.31,MZ,1727406638
405,ozark,37.0209,-93.206,17.91,78,0,3.16,US,1727406639
406,troitsko-pechorsk,62.7084,56.1964,9.71,88,99,3.5,RU,1727406640
407,kehychivka,49.2866,35.7615,15.11,68,52,3.97,UA,1727406642
408,aripuana,-9.1667,-60.6333,27.66,55,96,0.94,BR,1727406643
409,rio segundo,-31.6526,-63.9099,11.59,37,0,2.15,AR,1727406644
410,zhezqazghan,47.7833,67.7667,3.32,52,0,4.0,KZ,1727406645
411,iguape,-24.7081,-47.5553,21.15,93,36,6.97,BR,1727406620
412,mariehamn,60.0973,19.9348,14.92,94,75,4.63,AX,1727406647
413,um jar al gharbiyya,13.8013,32.4078,27.51,65,95,5.46,SD,1727406648
414,tanumah,27.1,44.1333,23.25,33,2,0.61,SA,1727406649
415,holualoa,19.6228,-155.9522,24.75,85,100,2.88,US,1727406650
416,kone,-21.0595,164.8658,29.18,43,74,1.2,NC,1727406651
417,show low,34.2542,-110.0298,19.97,43,43,2.27,US,1727406652
418,zhangye,38.9342,100.4517,22.37,26,2,7.82,CN,1727406654
419,flying fish cove,-10.4217,105.6791,26.82,78,75,4.63,CX,1727406655
420,nassau,40.7507,-73.5829,22.34,95,20,2.57,US,1727406656
421,cape coast,5.1053,-1.2466,24.13,93,100,3.13,GH,1727406657
422,ilhabela,-23.7781,-45.3581,24.96,56,3,1.67,BR,1727406649
423,marsh harbour,26.5412,-77.0636,28.96,84,98,8.88,BS,1727406659
424,nova olinda do norte,-3.8881,-59.0942,23.94,83,78,0.95,BR,1727406660
425,korla,41.7597,86.1469,21.65,30,94,9.49,CN,1727406464
426,cruzeiro do sul,-29.5128,-51.9853,18.07,98,100,2.16,BR,1727406663
427,porto empedocle,37.2934,13.5264,22.71,88,2,2.11,IT,1727406664
428,bayanhongor,46.7167,100.1167,6.88,64,71,1.0,MN,1727406665
429,klaipeda,55.7172,21.1175,17.03,87,100,11.79,LT,1727406502
430,rasht,37.2808,49.5832,18.9,94,75,2.06,IR,1727406667
431,general toshevo,43.7,28.0333,17.29,92,32,1.79,BG,1727406668
432,buala,-8.145,159.5921,28.55,74,72,4.3,SB,1727406670
433,broken hill,-31.95,141.4333,18.21,32,0,6.24,AU,1727406672
434,bodo,67.28,14.405,4.32,92,75,1.03,NO,1727406531
435,midvagur,62.0511,-7.1939,4.46,87,75,8.23,FO,1727406674
436,ago-are,8.5,3.4167,22.2,99,85,2.14,NG,1727406675
437,lamu,-2.2717,40.902,24.37,80,85,5.54,KE,1727406676
438,carutapera,-1.195,-46.02,25.71,82,10,3.37,BR,1727406677
439,malvan,16.0667,73.4667,27.78,81,53,6.15,IN,1727406678
440,pisco,-13.7,-76.2167,17.03,82,100,3.6,PE,1727406679
441,bontang,0.1333,117.5,28.35,75,90,1.8,ID,1727406680
442,sankt augustin,50.7667,7.1833,13.5,78,20,3.09,DE,1727406415
443,la sarre,48.8002,-79.1996,10.82,94,82,1.69,CA,1727406683
444,dryden,49.7833,-92.7503,18.46,65,52,3.9,CA,1727406684
445,nyala,12.05,24.8833,25.38,69,29,2.5,SD,1727406686
446,khandyga,62.6667,135.6,13.07,54,100,4.05,RU,1727406687
447,port augusta,-32.5,137.7667,24.59,14,0,5.71,AU,1727406688
448,cockburn town,21.4612,-71.1419,29.43,76,8,8.12,TC,1727406632
449,saint george's,12.0564,-61.7485,28.11,81,12,3.69,GD,1727406658
450,bridgewater,44.3835,-64.5155,14.26,96,100,2.83,CA,1727406692
451,tondano,1.3038,124.9112,24.05,59,70,1.34,ID,1727406693
452,santa barbara,34.7333,-120.0343,15.55,77,0,2.57,US,1727406689
453,rawson,-43.3002,-65.1023,15.2,19,100,5.02,AR,1727406695
454,paea,-17.6833,-149.5833,27.84,74,40,3.6,PF,1727406588
455,ola,59.5833,151.2833,8.83,69,2,2.84,RU,1727406697
456,georgiyevka,43.0369,74.7114,9.02,93,75,1.0,KZ,1727406698
457,saint-philippe,-21.3585,55.7679,21.48,83,72,6.47,RE,1727406699
458,valday,57.9747,33.2525,14.52,66,100,5.91,RU,1727406701
459,kendari,-3.945,122.4989,31.91,52,39,3.23,ID,1727406703
460,quellon,-43.1167,-73.6167,4.95,84,100,2.14,CL,1727406704
461,acapulco de juarez,16.8634,-99.8901,23.22,97,100,8.18,MX,1727406221
462,alotau,-10.3069,150.4462,29.65,68,100,2.44,PG,1727406266
463,cabo san lucas,22.8909,-109.9124,28.17,66,20,8.05,MX,1727406699
464,tsiombe,-25.3,45.4833,20.51,82,1,2.03,MG,1727406709
465,canon city,38.441,-105.2424,25.41,25,0,3.09,US,1727406710
466,camarinas,43.1311,-9.1817,15.52,73,75,8.5,ES,1727406712
467,farafangana,-22.8167,47.8333,18.75,92,0,1.4,MG,1727406359
468,sibiti,-3.6819,13.3499,20.92,95,100,0.91,CG,1727406715
469,belle fourche,44.6714,-103.8522,24.69,21,28,1.56,US,1727406716
470,akyazi,40.685,30.6222,17.18,75,0,0.74,TR,1727406717
471,kagoro,9.6,8.3833,19.51,86,94,0.93,NG,1727406719
472,santa cruz del norte,23.1539,-81.9236,27.64,84,100,6.89,CU,1727406720
473,tucuma,-0.1833,-50.05,26.28,82,3,4.74,BR,1727406721
474,tidjikja,18.5564,-11.4271,29.61,47,100,3.85,MR,1727406722
475,kuala belait,4.5833,114.1833,28.96,71,99,1.24,BN,1727406723
476,zaysan,47.4667,84.8667,6.96,42,15,4.72,KZ,1727406480
477,vilhena,-12.7406,-60.1458,27.35,38,89,0.93,BR,1727406559
478,sarai naurang,32.8259,70.7814,32.04,42,0,4.52,PK,1727406726
479,withernsea,53.7311,0.0335,11.95,87,99,15.98,GB,1727406727
480,opuwo,-18.0607,13.84,21.88,34,100,1.42,NA,1727406605
481,reggane,26.7158,0.1714,31.75,26,5,3.11,DZ,1727406730
482,freetown,8.484,-13.2299,25.17,88,99,5.25,SL,1727406731
483,meadow lakes,61.6247,-149.6011,10.4,83,100,1.54,US,1727406733
484,hermiston,45.8404,-119.2895,18.32,53,0,1.54,US,1727406594
485,jales,-20.2689,-50.5458,29.58,21,55,3.37,BR,1727406735
486,touros,-5.1989,-35.4608,24.56,78,26,6.74,BR,1727406736
487,idri,27.5,13.2667,27.66,30,0,5.56,LY,1727406737
488,khovd,48.0056,91.6419,6.49,56,100,2.95,MN,1727406738
489,barah,13.7,30.3667,27.39,61,73,4.9,SD,1727406012
490,tottori,35.5,134.2333,26.41,75,93,3.47,JP,1727406459
491,shimoda,34.6667,138.95,25.46,83,100,4.28,JP,1727406452
492,usinsk,65.9939,57.5281,8.08,96,100,7.34,RU,1727406743
493,da nang,16.0678,108.2208,31.99,58,20,1.03,VN,1727406744
494,sincik,38.0368,38.6149,15.72,34,0,4.09,TR,1727406745
495,fort mcmurray,56.7268,-111.381,8.8,60,49,2.35,CA,1727406746
496,sao joao da barra,-21.6403,-41.0511,23.2,80,0,13.44,BR,1727406747
497,columbia,34.0007,-81.0348,23.82,97,75,6.69,US,1727406748
498,chinde,26.8212,87.7095,21.21,98,100,1.49,NP,1727406749
499,grand gaube,-20.0064,57.6608,21.88,84,63,2.68,MU,1727406751
500,shortandy,51.7006,70.9994,4.66,49,100,3.85,KZ,1727406752
501,kipushi,-11.7667,27.2333,16.6,34,0,1.49,CD,1727406753
502,tobelo,1.7284,128.0095,28.66,73,98,1.35,ID,1727406755
503,semey,50.4111,80.2275,3.12,60,100,4.0,KZ,1727406756
504,levuka,50.1834,-105.4011,13.18,56,0,4.18,CA,1727406758
505,san antonio de pale,-1.4014,5.6325,24.93,84,100,5.18,GQ,1727406759
506,rajo khanani,24.9841,68.8536,28.64,71,55,7.53,PK,1727406494
507,shawinigan,46.5668,-72.7491,13.46,94,100,1.64,CA,1727406600
508,kashgar,39.4547,75.9797,22.74,22,6,2.26,CN,1727406464
509,naze,28.3667,129.4833,27.67,79,12,5.56,JP,1727406764
510,menongue,-14.6585,17.691,16.03,25,86,2.02,AO,1727406765
511,olinda,-8.0089,-34.8553,24.85,78,40,3.09,BR,1727406482
512,karapinar,37.716,33.5506,16.15,45,0,1.7,TR,1727406767
513,kencong,-8.2833,113.3667,30.37,60,49,3.65,ID,1727406768
514,gebeit,21.0667,36.3167,25.84,32,42,1.41,SD,1727406769
515,daromehar,24.7946,68.1805,28.55,74,78,8.56,PK,1727406770
516,bengkulu,-3.8004,102.2655,29.78,66,76,4.06,ID,1727406568
517,yantai,37.5333,121.4,22.37,49,0,5.12,CN,1727406489
518,crotone,39.0851,17.1178,21.8,47,0,0.87,IT,1727406532
519,wittmund,53.5667,7.7833,14.03,85,91,8.23,DE,1727406775
520,baharly,38.4362,57.4316,16.91,41,8,1.05,TM,1727406777
521,boguchany,58.3814,97.4531,2.15,79,94,3.77,RU,1727406779
522,baruun-urt,46.6806,113.2792,17.94,42,100,2.75,MN,1727406759
523,mount pleasant,32.7941,-79.8626,27.22,95,75,9.26,US,1727406539
524,chornobay,49.6708,32.3239,16.39,78,100,5.85,UA,1727406782
525,port saint john's,-31.6229,29.5448,16.11,78,62,3.32,ZA,1727406784
526,mount gambier,-37.8333,140.7667,18.06,35,0,1.27,AU,1727406785
527,camborne,50.2131,-5.2973,11.83,94,100,9.77,GB,1727406786
528,bunbury,-33.3333,115.6333,14.32,72,99,5.71,AU,1727406787
529,guateque,5.0062,-73.4727,11.04,96,66,1.9,CO,1727406788
530,polyarnyy,69.1989,33.4478,7.55,85,97,8.13,RU,1727406790
531,st. john's,47.5649,-52.7093,11.65,97,100,2.68,CA,1727406789
532,quakertown,40.4418,-75.3416,21.4,98,75,0.0,US,1727406793
533,sabang,5.8933,95.3214,27.99,78,100,4.26,ID,1727406794
534,chulym,55.0997,80.9572,1.83,84,97,2.98,RU,1727406795
535,mermoz boabab,14.7065,-17.4758,27.02,81,100,3.33,SN,1727406796
536,semikarakorsk,47.5194,40.8112,12.05,54,16,5.01,RU,1727406647
537,nyakahanga,-1.6033,31.1414,15.83,71,21,0.56,TZ,1727406800
538,katsuren-haebaru,26.3369,127.8719,33.21,67,40,7.72,JP,1727406801
539,isabela,6.7085,121.9711,31.03,66,0,2.15,PH,1727406803
540,aurad,18.25,77.4333,24.1,86,95,7.02,IN,1727406804
541,louiseville,46.2559,-72.9415,14.18,83,100,3.29,CA,1727406805
542,taoudenni,22.6783,-3.9836,32.12,32,46,5.87,ML,1727406806
543,constitucion,-35.3333,-72.4167,10.5,76,100,3.42,CL,1727406807
544,ronne,55.1009,14.7066,15.95,88,100,9.77,DK,1727406808
545,ribeira brava,32.65,-17.0667,22.06,72,2,1.61,PT,1727406810
546,nyurba,63.2842,118.3319,6.56,61,69,2.13,RU,1727406812
547,mahina,-17.5065,-149.489,27.87,74,40,3.6,PF,1727406813
548,kununurra,-15.7667,128.7333,33.99,49,20,4.12,AU,1727406814
549,callao,-12.0667,-77.15,17.16,77,100,2.06,PE,1727406616
550,cannonvale,-20.2833,148.7,25.66,65,100,3.97,AU,1727406816
551,pimentel,-6.8367,-79.9342,18.16,77,0,6.69,PE,1727406817
552,palmer,42.1584,-72.3287,18.07,81,100,0.0,US,1727406818
553,ocher,57.8904,54.7202,7.25,57,24,3.3,RU,1727406819
554,champerico,14.3,-91.9167,27.31,78,98,6.21,GT,1727406820
555,prince albert,53.2001,-105.7677,9.94,69,7,3.35,CA,1727406822
556,lobito,-12.3481,13.5456,21.75,89,96,1.05,AO,1727406823
557,howard springs,-12.497,131.047,32.77,69,35,0.87,AU,1727406824
558,mytishchi,55.9089,37.7339,17.2,100,100,6.13,RU,1727406825
559,naifaru,5.4444,73.3657,27.45,79,100,6.13,MV,1727406827
560,nueva gerona,21.8833,-82.8,27.82,81,100,4.34,CU,1727406828
561,ancud,-41.8697,-73.8203,5.66,77,99,4.04,CL,1727406829
562,praia,14.9215,-23.5087,26.3,94,75,2.57,CV,1727406830
563,ausa,41.9271,2.2497,15.86,84,19,1.71,ES,1727406832
564,luanda,-8.8368,13.2343,23.0,83,100,1.03,AO,1727406631
565,ceerigaabo,10.6162,47.368,19.32,64,61,3.55,SO,1727406834
566,siguatepeque,14.6,-87.8333,18.95,97,100,1.85,HN,1727406835
567,sumberpucung,-8.1586,112.4829,31.88,52,46,1.89,ID,1727406655
568,molo,-0.2479,35.7374,10.14,90,61,1.2,KE,1727406837
569,zemio,5.0314,25.1361,20.05,97,76,0.75,CF,1727406838
570,iranshahr,27.2025,60.6848,31.79,30,1,0.62,IR,1727406840
571,okahandja,-21.9833,16.9167,23.03,31,78,2.15,NA,1727406842
572,nefteyugansk,61.0998,72.6035,2.45,74,100,4.44,RU,1727406843
573,mukalla,14.5425,49.1242,26.75,95,50,2.62,YE,1727406629
574,kupang,-10.1667,123.5833,34.32,52,20,6.17,ID,1727406845
575,hotan,37.0997,79.9269,25.35,18,3,5.06,CN,1727406846
576,guajara mirim,-10.7828,-65.3394,25.11,70,93,0.99,BR,1727406847
577,kuala terengganu,5.3302,103.1408,26.49,86,100,1.04,MY,1727406848
578,tasek glugor,5.4803,100.4985,25.42,89,100,1.15,MY,1727406733
579,kruisfontein,-34.0033,24.7314,11.06,82,2,1.96,ZA,1727406850
580,lerwick,60.1545,-1.1494,7.94,69,13,8.91,GB,1727406554
581,nishinoomote,30.7333,131.0,26.68,81,31,10.43,JP,1727406853
582,elizabethtown,37.694,-85.8591,20.07,98,100,4.63,US,1727406854
583,berdigestyakh,62.0989,126.6992,1.28,99,100,3.4,RU,1727406855
584,buka,40.8108,69.1986,16.14,53,100,3.16,UZ,1727406703
